search,input_length,date,time,datetime
,13,2/12/19,18:54:48,2/12/19 18:54
,22,2/11/19,22:24:40,2/11/19 22:24
,15,2/11/19,21:02:14,2/11/19 21:02
,22,2/11/19,20:41:05,2/11/19 20:41
,28,2/11/19,20:33:56,2/11/19 20:33
,22,2/11/19,20:30:26,2/11/19 20:30
,19,2/11/19,20:28:43,2/11/19 20:28
,31,2/11/19,20:25:16,2/11/19 20:25
,23,2/11/19,20:25:39,2/11/19 20:25
,11,2/11/19,20:18:00,2/11/19 20:18
,10,2/11/19,20:09:11,2/11/19 20:09
,34,2/11/19,20:08:18,2/11/19 20:08
,21,2/11/19,19:42:00,2/11/19 19:42
,34,2/11/19,19:42:10,2/11/19 19:42
,14,2/11/19,19:39:59,2/11/19 19:39
,20,2/11/19,19:20:50,2/11/19 19:20
,28,2/11/19,19:09:05,2/11/19 19:09
,27,2/11/19,19:07:41,2/11/19 19:07
,22,2/11/19,18:46:29,2/11/19 18:46
,22,2/11/19,18:46:33,2/11/19 18:46
,13,2/11/19,18:46:58,2/11/19 18:46
,10,2/11/19,18:09:35,2/11/19 18:09
,11,2/11/19,17:18:48,2/11/19 17:18
,18,2/11/19,17:16:47,2/11/19 17:16
,8,2/11/19,17:13:43,2/11/19 17:13
,61,2/9/19,1:20:02,2/9/19 1:20
,31,2/9/19,0:20:04,2/9/19 0:20
,31,2/8/19,18:12:44,2/8/19 18:12
,22,2/8/19,2:31:39,2/8/19 2:31
,8,2/8/19,1:07:59,2/8/19 1:07
,18,2/7/19,22:32:46,2/7/19 22:32
,16,2/7/19,20:31:19,2/7/19 20:31
,12,2/7/19,1:37:18,2/7/19 1:37
,16,2/7/19,1:33:46,2/7/19 1:33
,8,2/7/19,1:32:12,2/7/19 1:32
,17,2/7/19,0:52:40,2/7/19 0:52
,19,2/7/19,0:28:35,2/7/19 0:28
,12,2/6/19,21:01:05,2/6/19 21:01
,13,2/6/19,21:01:12,2/6/19 21:01
,12,2/6/19,20:15:03,2/6/19 20:15
,25,2/5/19,23:41:20,2/5/19 23:41
,28,2/5/19,23:41:31,2/5/19 23:41
,17,2/5/19,23:37:06,2/5/19 23:37
,12,2/5/19,23:36:59,2/5/19 23:36
,20,2/5/19,23:29:14,2/5/19 23:29
,28,2/5/19,23:27:02,2/5/19 23:27
,22,2/5/19,23:25:01,2/5/19 23:25
,27,2/5/19,23:25:57,2/5/19 23:25
,21,2/5/19,22:15:52,2/5/19 22:15
,5,2/5/19,22:08:46,2/5/19 22:08
,20,2/5/19,22:07:56,2/5/19 22:07
,20,2/5/19,22:04:04,2/5/19 22:04
,15,2/5/19,17:52:07,2/5/19 17:52
,16,2/4/19,22:39:05,2/4/19 22:39
,28,2/4/19,21:05:04,2/4/19 21:05
,35,2/4/19,21:04:40,2/4/19 21:04
,21,2/4/19,20:59:07,2/4/19 20:59
,29,2/4/19,20:53:35,2/4/19 20:53
,14,2/4/19,20:52:06,2/4/19 20:52
,25,2/4/19,20:52:51,2/4/19 20:52
,17,2/4/19,20:52:20,2/4/19 20:52
,20,2/4/19,20:50:57,2/4/19 20:50
,21,2/4/19,20:50:02,2/4/19 20:50
,15,2/4/19,20:49:22,2/4/19 20:49
,18,2/4/19,20:49:30,2/4/19 20:49
,7,2/4/19,19:26:47,2/4/19 19:26
,7,2/4/19,19:24:25,2/4/19 19:24
,33,2/4/19,19:20:16,2/4/19 19:20
,41,2/4/19,19:18:34,2/4/19 19:18
,26,2/4/19,19:14:22,2/4/19 19:14
,21,2/4/19,19:14:41,2/4/19 19:14
,30,2/4/19,19:13:42,2/4/19 19:13
,29,2/4/19,19:13:40,2/4/19 19:13
,24,2/4/19,19:12:08,2/4/19 19:12
,27,2/4/19,19:12:22,2/4/19 19:12
,12,2/4/19,18:30:27,2/4/19 18:30
,26,2/2/19,22:52:21,2/2/19 22:52
,31,2/2/19,22:52:47,2/2/19 22:52
,25,2/2/19,22:50:40,2/2/19 22:50
,18,2/2/19,21:26:36,2/2/19 21:26
,23,2/2/19,21:20:35,2/2/19 21:20
,17,2/2/19,17:14:50,2/2/19 17:14
,39,2/1/19,9:23:16,2/1/19 9:23
,39,2/1/19,9:20:25,2/1/19 9:20
,16,2/1/19,8:30:33,2/1/19 8:30
,16,2/1/19,8:23:45,2/1/19 8:23
,23,2/1/19,7:48:05,2/1/19 7:48
,33,2/1/19,7:45:12,2/1/19 7:45
,32,2/1/19,5:26:32,2/1/19 5:26
,33,2/1/19,5:13:14,2/1/19 5:13
,15,2/1/19,5:09:51,2/1/19 5:09
,34,2/1/19,3:01:22,2/1/19 3:01
,28,2/1/19,2:59:48,2/1/19 2:59
,43,2/1/19,2:55:01,2/1/19 2:55
,41,2/1/19,2:00:43,2/1/19 2:00
,24,2/1/19,1:58:30,2/1/19 1:58
,24,2/1/19,1:56:27,2/1/19 1:56
,23,2/1/19,1:40:38,2/1/19 1:40
,27,2/1/19,1:37:41,2/1/19 1:37
,21,2/1/19,1:35:35,2/1/19 1:35
,28,1/31/19,23:31:29,1/31/19 23:31
,22,1/31/19,23:29:04,1/31/19 23:29
,19,1/31/19,23:28:12,1/31/19 23:28
,23,1/31/19,23:23:59,1/31/19 23:23
,26,1/31/19,23:21:09,1/31/19 23:21
,24,1/31/19,23:21:56,1/31/19 23:21
,20,1/31/19,23:18:27,1/31/19 23:18
,23,1/31/19,23:15:30,1/31/19 23:15
,29,1/31/19,23:13:51,1/31/19 23:13
,25,1/31/19,23:12:47,1/31/19 23:12
,21,1/31/19,23:10:55,1/31/19 23:10
,46,1/31/19,23:08:34,1/31/19 23:08
,19,1/31/19,23:08:58,1/31/19 23:08
,21,1/31/19,23:07:46,1/31/19 23:07
,23,1/31/19,23:05:28,1/31/19 23:05
,30,1/31/19,23:05:57,1/31/19 23:05
,21,1/31/19,23:04:57,1/31/19 23:04
,19,1/31/19,22:58:51,1/31/19 22:58
,21,1/31/19,22:57:03,1/31/19 22:57
,19,1/31/19,22:55:03,1/31/19 22:55
,25,1/31/19,22:54:22,1/31/19 22:54
,22,1/31/19,22:53:00,1/31/19 22:53
,27,1/31/19,22:38:15,1/31/19 22:38
,27,1/31/19,21:02:00,1/31/19 21:02
,24,1/31/19,20:59:49,1/31/19 20:59
,22,1/31/19,20:56:07,1/31/19 20:56
,24,1/31/19,20:50:53,1/31/19 20:50
,17,1/31/19,20:42:38,1/31/19 20:42
,25,1/31/19,20:01:28,1/31/19 20:01
,21,1/31/19,19:59:50,1/31/19 19:59
,24,1/31/19,19:59:28,1/31/19 19:59
,44,1/31/19,19:54:35,1/31/19 19:54
,39,1/30/19,22:06:53,1/30/19 22:06
,39,1/30/19,22:05:38,1/30/19 22:05
,39,1/30/19,22:05:45,1/30/19 22:05
,39,1/30/19,22:05:41,1/30/19 22:05
,23,1/30/19,4:48:10,1/30/19 4:48
,12,1/30/19,4:36:29,1/30/19 4:36
,21,1/30/19,4:31:40,1/30/19 4:31
,14,1/30/19,4:17:06,1/30/19 4:17
,14,1/30/19,4:17:20,1/30/19 4:17
,14,1/30/19,4:17:38,1/30/19 4:17
,15,1/30/19,3:59:44,1/30/19 3:59
,13,1/30/19,3:56:15,1/30/19 3:56
,41,1/30/19,3:49:36,1/30/19 3:49
,27,1/30/19,3:48:07,1/30/19 3:48
,16,1/30/19,3:46:34,1/30/19 3:46
,12,1/30/19,3:01:45,1/30/19 3:01
,12,1/30/19,0:08:15,1/30/19 0:08
,20,1/29/19,22:41:48,1/29/19 22:41
,19,1/29/19,22:41:58,1/29/19 22:41
,18,1/29/19,22:41:07,1/29/19 22:41
,10,1/29/19,22:40:47,1/29/19 22:40
,19,1/29/19,17:29:23,1/29/19 17:29
,13,1/29/19,17:29:14,1/29/19 17:29
,10,1/29/19,17:02:56,1/29/19 17:02
,30,1/29/19,16:51:02,1/29/19 16:51
,16,1/29/19,0:29:02,1/29/19 0:29
,22,1/28/19,23:44:42,1/28/19 23:44
,17,1/28/19,23:32:13,1/28/19 23:32
,16,1/28/19,23:25:41,1/28/19 23:25
,22,1/28/19,23:01:22,1/28/19 23:01
,34,1/28/19,23:00:01,1/28/19 23:00
,33,1/28/19,22:57:32,1/28/19 22:57
,10,1/28/19,1:02:23,1/28/19 1:02
,16,1/28/19,0:44:52,1/28/19 0:44
,23,1/28/19,0:41:00,1/28/19 0:41
,15,1/28/19,0:40:56,1/28/19 0:40
,12,1/28/19,0:33:19,1/28/19 0:33
,15,1/28/19,0:29:05,1/28/19 0:29
,28,1/28/19,0:29:05,1/28/19 0:29
,11,1/28/19,0:22:12,1/28/19 0:22
,21,1/28/19,0:18:52,1/28/19 0:18
,31,1/28/19,0:13:13,1/28/19 0:13
,18,1/28/19,0:08:50,1/28/19 0:08
,27,1/28/19,0:08:54,1/28/19 0:08
,24,1/28/19,0:03:57,1/28/19 0:03
,9,1/27/19,23:42:54,1/27/19 23:42
,24,1/27/19,23:19:26,1/27/19 23:19
,12,1/27/19,22:33:28,1/27/19 22:33
,12,1/27/19,20:16:10,1/27/19 20:16
,22,1/27/19,20:00:09,1/27/19 20:00
,14,1/27/19,19:57:24,1/27/19 19:57
,22,1/27/19,19:57:48,1/27/19 19:57
,12,1/27/19,19:46:52,1/27/19 19:46
,13,1/27/19,18:52:02,1/27/19 18:52
,14,1/27/19,18:52:14,1/27/19 18:52
,22,1/27/19,18:52:47,1/27/19 18:52
,15,1/27/19,18:51:38,1/27/19 18:51
,23,1/27/19,18:40:03,1/27/19 18:40
,8,1/27/19,18:37:15,1/27/19 18:37
,13,1/27/19,1:58:42,1/27/19 1:58
,20,1/27/19,1:58:30,1/27/19 1:58
,12,1/27/19,0:46:22,1/27/19 0:46
,15,1/27/19,0:33:15,1/27/19 0:33
,15,1/27/19,0:28:39,1/27/19 0:28
,19,1/27/19,0:26:57,1/27/19 0:26
,45,1/26/19,19:23:02,1/26/19 19:23
,18,1/26/19,5:16:27,1/26/19 5:16
,26,1/26/19,5:14:46,1/26/19 5:14
,27,1/26/19,5:12:14,1/26/19 5:12
,28,1/26/19,5:10:17,1/26/19 5:10
,39,1/26/19,1:29:27,1/26/19 1:29
,27,1/25/19,21:35:59,1/25/19 21:35
,40,1/25/19,17:59:44,1/25/19 17:59
,11,1/25/19,17:17:47,1/25/19 17:17
,28,1/25/19,17:17:51,1/25/19 17:17
,13,1/25/19,17:16:43,1/25/19 17:16
,12,1/24/19,23:36:58,1/24/19 23:36
,29,1/24/19,22:14:55,1/24/19 22:14
,17,1/24/19,21:49:26,1/24/19 21:49
,11,1/24/19,21:13:41,1/24/19 21:13
,20,1/24/19,21:08:38,1/24/19 21:08
,10,1/24/19,21:05:39,1/24/19 21:05
,18,1/24/19,21:05:49,1/24/19 21:05
,12,1/24/19,19:38:38,1/24/19 19:38
,16,1/24/19,19:38:52,1/24/19 19:38
,12,1/24/19,19:25:00,1/24/19 19:25
,33,1/24/19,17:41:44,1/24/19 17:41
,18,1/24/19,17:38:01,1/24/19 17:38
,21,1/24/19,17:37:40,1/24/19 17:37
,12,1/24/19,17:32:06,1/24/19 17:32
,8,1/24/19,17:30:14,1/24/19 17:30
,12,1/24/19,3:02:45,1/24/19 3:02
,15,1/24/19,0:40:19,1/24/19 0:40
,21,1/24/19,0:39:51,1/24/19 0:39
,14,1/24/19,0:38:57,1/24/19 0:38
,13,1/24/19,0:36:27,1/24/19 0:36
,11,1/24/19,0:32:12,1/24/19 0:32
,14,1/24/19,0:32:28,1/24/19 0:32
,10,1/23/19,23:27:15,1/23/19 23:27
,9,1/23/19,19:55:32,1/23/19 19:55
,9,1/23/19,19:29:17,1/23/19 19:29
,14,1/22/19,22:15:05,1/22/19 22:15
,9,1/22/19,21:50:55,1/22/19 21:50
,8,1/22/19,19:58:51,1/22/19 19:58
,11,1/22/19,18:15:00,1/22/19 18:15
,30,1/22/19,17:34:44,1/22/19 17:34
,28,1/22/19,17:24:52,1/22/19 17:24
,22,1/22/19,0:05:07,1/22/19 0:05
,14,1/22/19,0:04:38,1/22/19 0:04
,7,1/21/19,23:56:24,1/21/19 23:56
,17,1/21/19,23:55:27,1/21/19 23:55
,34,1/21/19,23:53:01,1/21/19 23:53
,26,1/21/19,23:48:40,1/21/19 23:48
,18,1/21/19,21:22:06,1/21/19 21:22
,28,1/21/19,21:20:15,1/21/19 21:20
,46,1/21/19,21:16:34,1/21/19 21:16
,61,1/21/19,21:12:48,1/21/19 21:12
,40,1/21/19,21:08:03,1/21/19 21:08
,50,1/21/19,21:08:06,1/21/19 21:08
,33,1/21/19,21:07:14,1/21/19 21:07
,34,1/21/19,21:05:39,1/21/19 21:05
,14,1/21/19,19:34:20,1/21/19 19:34
,31,1/21/19,19:34:27,1/21/19 19:34
,25,1/21/19,19:33:41,1/21/19 19:33
,20,1/21/19,19:00:48,1/21/19 19:00
,11,1/21/19,18:53:51,1/21/19 18:53
,14,1/21/19,18:38:58,1/21/19 18:38
,14,1/21/19,18:19:19,1/21/19 18:19
,9,1/21/19,18:12:55,1/21/19 18:12
,30,1/21/19,17:14:03,1/21/19 17:14
,27,1/21/19,5:35:07,1/21/19 5:35
,25,1/21/19,5:31:02,1/21/19 5:31
,50,1/20/19,21:24:34,1/20/19 21:24
,28,1/20/19,20:46:06,1/20/19 20:46
,19,1/20/19,0:14:50,1/20/19 0:14
,24,1/20/19,0:11:03,1/20/19 0:11
,15,1/20/19,0:10:09,1/20/19 0:10
,28,1/20/19,0:04:42,1/20/19 0:04
,17,1/20/19,0:03:59,1/20/19 0:03
,18,1/20/19,0:02:59,1/20/19 0:02
,9,1/19/19,23:24:01,1/19/19 23:24
,11,1/19/19,22:53:43,1/19/19 22:53
,20,1/19/19,22:53:55,1/19/19 22:53
,19,1/19/19,22:48:30,1/19/19 22:48
,26,1/19/19,22:46:49,1/19/19 22:46
,29,1/19/19,22:35:50,1/19/19 22:35
,30,1/19/19,22:33:49,1/19/19 22:33
,25,1/19/19,22:32:49,1/19/19 22:32
,22,1/19/19,22:32:42,1/19/19 22:32
,48,1/19/19,22:07:16,1/19/19 22:07
,37,1/19/19,22:07:53,1/19/19 22:07
,33,1/19/19,22:02:08,1/19/19 22:02
,29,1/19/19,20:11:15,1/19/19 20:11
,19,1/19/19,20:08:49,1/19/19 20:08
,12,1/19/19,19:56:53,1/19/19 19:56
,14,1/19/19,19:55:57,1/19/19 19:55
,9,1/19/19,19:49:54,1/19/19 19:49
,11,1/19/19,19:39:37,1/19/19 19:39
,9,1/19/19,19:28:42,1/19/19 19:28
,13,1/19/19,0:24:58,1/19/19 0:24
,19,1/18/19,23:42:17,1/18/19 23:42
,4,1/18/19,21:22:44,1/18/19 21:22
,29,1/18/19,21:18:30,1/18/19 21:18
,7,1/16/19,21:34:22,1/16/19 21:34
,38,1/16/19,21:32:40,1/16/19 21:32
,35,1/16/19,21:31:40,1/16/19 21:31
,34,1/16/19,21:17:05,1/16/19 21:17
,9,1/16/19,18:46:34,1/16/19 18:46
,38,1/16/19,5:53:44,1/16/19 5:53
,7,1/16/19,3:11:22,1/16/19 3:11
,15,1/16/19,3:01:35,1/16/19 3:01
,14,1/16/19,3:01:40,1/16/19 3:01
,17,1/16/19,2:43:11,1/16/19 2:43
,25,1/16/19,1:26:03,1/16/19 1:26
,36,1/16/19,1:11:01,1/16/19 1:11
,33,1/16/19,1:09:58,1/16/19 1:09
,22,1/16/19,0:57:46,1/16/19 0:57
,29,1/16/19,0:55:12,1/16/19 0:55
,17,1/16/19,0:43:25,1/16/19 0:43
,7,1/14/19,5:00:01,1/14/19 5:00
,43,1/14/19,4:57:17,1/14/19 4:57
,29,1/13/19,22:30:05,1/13/19 22:30
,33,1/13/19,22:29:30,1/13/19 22:29
,32,1/13/19,22:26:14,1/13/19 22:26
,28,1/13/19,22:22:23,1/13/19 22:22
,28,1/13/19,22:22:17,1/13/19 22:22
,28,1/13/19,16:32:01,1/13/19 16:32
,42,1/13/19,16:25:40,1/13/19 16:25
,12,1/13/19,15:53:17,1/13/19 15:53
,19,1/13/19,15:53:58,1/13/19 15:53
,11,1/13/19,4:16:34,1/13/19 4:16
,18,1/12/19,3:00:57,1/12/19 3:00
,23,1/11/19,21:33:11,1/11/19 21:33
,43,1/11/19,5:19:43,1/11/19 5:19
,42,1/11/19,5:18:16,1/11/19 5:18
,30,1/11/19,5:17:39,1/11/19 5:17
,36,1/11/19,4:47:54,1/11/19 4:47
,48,1/11/19,4:45:28,1/11/19 4:45
,36,1/11/19,4:45:11,1/11/19 4:45
,25,1/9/19,6:53:18,1/9/19 6:53
,23,1/9/19,6:42:20,1/9/19 6:42
,22,1/9/19,6:21:49,1/9/19 6:21
,10,1/9/19,6:21:35,1/9/19 6:21
,27,1/9/19,1:48:36,1/9/19 1:48
,20,1/9/19,1:40:41,1/9/19 1:40
,38,1/9/19,0:32:49,1/9/19 0:32
,35,1/8/19,23:26:51,1/8/19 23:26
,27,1/8/19,22:21:53,1/8/19 22:21
,34,1/8/19,21:26:05,1/8/19 21:26
,12,1/8/19,21:25:56,1/8/19 21:25
,12,1/8/19,21:25:54,1/8/19 21:25
,59,1/8/19,21:25:41,1/8/19 21:25
,9,1/8/19,20:34:46,1/8/19 20:34
,25,1/8/19,20:26:12,1/8/19 20:26
,35,1/8/19,19:29:24,1/8/19 19:29
,17,1/8/19,18:24:13,1/8/19 18:24
,30,1/8/19,18:22:24,1/8/19 18:22
,8,1/8/19,18:13:55,1/8/19 18:13
,26,1/8/19,18:09:48,1/8/19 18:09
,27,1/8/19,17:50:42,1/8/19 17:50
,20,1/8/19,17:39:04,1/8/19 17:39
,13,1/8/19,1:08:25,1/8/19 1:08
,33,1/8/19,1:06:06,1/8/19 1:06
,22,1/8/19,1:05:58,1/8/19 1:05
,12,1/8/19,1:01:47,1/8/19 1:01
,40,1/8/19,0:30:13,1/8/19 0:30
,20,1/7/19,23:52:23,1/7/19 23:52
,26,1/7/19,23:50:54,1/7/19 23:50
,32,1/7/19,23:50:59,1/7/19 23:50
,27,1/7/19,23:39:03,1/7/19 23:39
,32,1/7/19,23:30:05,1/7/19 23:30
,30,1/7/19,23:30:08,1/7/19 23:30
,15,1/7/19,23:29:48,1/7/19 23:29
,11,1/7/19,23:01:03,1/7/19 23:01
,17,1/7/19,23:01:18,1/7/19 23:01
,27,1/7/19,23:01:21,1/7/19 23:01
,25,1/7/19,22:57:52,1/7/19 22:57
,36,1/7/19,22:19:22,1/7/19 22:19
,17,1/7/19,21:37:50,1/7/19 21:37
,37,1/7/19,21:19:39,1/7/19 21:19
,30,1/7/19,19:51:44,1/7/19 19:51
,14,1/7/19,18:22:43,1/7/19 18:22
,1,1/7/19,15:33:25,1/7/19 15:33
,18,1/7/19,3:06:44,1/7/19 3:06
,11,1/7/19,1:30:20,1/7/19 1:30
,31,1/6/19,1:29:10,1/6/19 1:29
,31,1/6/19,0:58:31,1/6/19 0:58
,33,1/6/19,0:56:52,1/6/19 0:56
,26,1/6/19,0:55:38,1/6/19 0:55
,26,1/5/19,21:27:25,1/5/19 21:27
,15,1/5/19,16:10:17,1/5/19 16:10
,16,1/5/19,16:10:15,1/5/19 16:10
,28,1/4/19,19:10:35,1/4/19 19:10
,18,1/4/19,18:50:36,1/4/19 18:50
,14,1/4/19,18:04:15,1/4/19 18:04
,23,1/3/19,22:37:23,1/3/19 22:37
,13,1/3/19,21:21:44,1/3/19 21:21
,17,1/3/19,17:56:22,1/3/19 17:56
,15,1/3/19,2:42:08,1/3/19 2:42
,23,1/3/19,1:11:46,1/3/19 1:11
,33,1/2/19,2:46:13,1/2/19 2:46
,31,1/2/19,2:36:30,1/2/19 2:36
,47,1/2/19,2:35:54,1/2/19 2:35
,33,1/2/19,2:34:00,1/2/19 2:34
,37,1/2/19,2:33:49,1/2/19 2:33
,40,1/2/19,2:31:29,1/2/19 2:31
,30,1/2/19,2:30:41,1/2/19 2:30
,30,1/2/19,2:29:30,1/2/19 2:29
,11,1/2/19,2:08:21,1/2/19 2:08
,27,1/2/19,2:08:06,1/2/19 2:08
,27,1/1/19,21:17:33,1/1/19 21:17
,33,1/1/19,21:14:29,1/1/19 21:14
,20,1/1/19,21:13:16,1/1/19 21:13
,13,1/1/19,18:48:07,1/1/19 18:48
,33,1/1/19,18:48:14,1/1/19 18:48
,20,1/1/19,18:46:02,1/1/19 18:46
,23,12/31/18,15:03:42,12/31/18 15:03
,16,12/31/18,14:57:46,12/31/18 14:57
,18,12/30/18,22:15:00,12/30/18 22:15
,7,12/28/18,22:05:46,12/28/18 22:05
,31,12/28/18,15:20:38,12/28/18 15:20
,29,12/27/18,16:05:37,12/27/18 16:05
,14,12/27/18,16:01:23,12/27/18 16:01
,29,12/27/18,15:58:07,12/27/18 15:58
,27,12/27/18,15:57:47,12/27/18 15:57
,40,12/25/18,22:38:35,12/25/18 22:38
,16,12/24/18,0:41:19,12/24/18 0:41
,15,12/24/18,0:35:14,12/24/18 0:35
,13,12/24/18,0:19:14,12/24/18 0:19
,14,12/24/18,0:18:54,12/24/18 0:18
,28,12/24/18,0:17:26,12/24/18 0:17
,38,12/24/18,0:17:15,12/24/18 0:17
,11,12/24/18,0:12:50,12/24/18 0:12
,19,12/24/18,0:12:53,12/24/18 0:12
,5,12/23/18,22:20:23,12/23/18 22:20
,20,12/23/18,22:16:05,12/23/18 22:16
,40,12/23/18,22:10:53,12/23/18 22:10
,20,12/23/18,22:06:31,12/23/18 22:06
,11,12/23/18,22:05:43,12/23/18 22:05
,7,12/23/18,22:05:57,12/23/18 22:05
,33,12/23/18,16:52:23,12/23/18 16:52
,35,12/23/18,16:51:20,12/23/18 16:51
,20,12/23/18,16:51:06,12/23/18 16:51
,21,12/23/18,16:45:58,12/23/18 16:45
,17,12/23/18,14:55:23,12/23/18 14:55
,43,12/22/18,19:55:03,12/22/18 19:55
,47,12/22/18,17:05:35,12/22/18 17:05
,35,12/22/18,16:48:27,12/22/18 16:48
,21,12/22/18,16:47:57,12/22/18 16:47
,55,12/22/18,15:32:30,12/22/18 15:32
,19,12/22/18,15:28:25,12/22/18 15:28
,9,12/22/18,2:52:26,12/22/18 2:52
,34,12/21/18,3:57:33,12/21/18 3:57
,23,12/21/18,3:55:55,12/21/18 3:55
,23,12/21/18,3:55:41,12/21/18 3:55
,43,12/19/18,16:27:48,12/19/18 16:27
,37,12/18/18,17:12:20,12/18/18 17:12
,26,12/18/18,17:09:30,12/18/18 17:09
,23,12/18/18,17:04:23,12/18/18 17:04
,24,12/18/18,15:33:02,12/18/18 15:33
,23,12/18/18,15:00:45,12/18/18 15:00
,24,12/18/18,14:57:42,12/18/18 14:57
,37,12/18/18,14:56:53,12/18/18 14:56
,32,12/18/18,14:43:50,12/18/18 14:43
,20,12/17/18,15:53:29,12/17/18 15:53
,20,12/17/18,15:52:40,12/17/18 15:52
,20,12/17/18,15:52:47,12/17/18 15:52
,13,12/17/18,15:52:30,12/17/18 15:52
,46,12/17/18,15:46:14,12/17/18 15:46
,20,12/17/18,15:45:00,12/17/18 15:45
,20,12/17/18,15:44:28,12/17/18 15:44
,32,12/17/18,15:39:10,12/17/18 15:39
,37,12/17/18,15:25:58,12/17/18 15:25
,33,12/17/18,15:24:21,12/17/18 15:24
,54,12/17/18,5:10:28,12/17/18 5:10
,52,12/17/18,5:09:20,12/17/18 5:09
,28,12/17/18,4:32:48,12/17/18 4:32
,24,12/17/18,4:14:28,12/17/18 4:14
,35,12/17/18,4:11:30,12/17/18 4:11
,31,12/17/18,4:01:05,12/17/18 4:01
,23,12/16/18,18:21:31,12/16/18 18:21
,45,12/16/18,18:14:09,12/16/18 18:14
,29,12/16/18,17:38:47,12/16/18 17:38
,17,12/16/18,17:27:40,12/16/18 17:27
,21,12/16/18,17:27:43,12/16/18 17:27
,38,12/15/18,22:03:15,12/15/18 22:03
,30,12/15/18,22:02:07,12/15/18 22:02
,10,12/15/18,22:01:20,12/15/18 22:01
,15,12/15/18,21:08:35,12/15/18 21:08
,36,12/15/18,19:33:36,12/15/18 19:33
,20,12/15/18,19:06:10,12/15/18 19:06
,9,12/15/18,19:03:10,12/15/18 19:03
,25,12/15/18,16:26:48,12/15/18 16:26
,32,12/15/18,16:23:29,12/15/18 16:23
,23,12/15/18,16:20:14,12/15/18 16:20
,24,12/15/18,15:47:01,12/15/18 15:47
,9,12/15/18,15:18:44,12/15/18 15:18
,18,12/15/18,14:56:35,12/15/18 14:56
,11,12/14/18,17:58:44,12/14/18 17:58
,16,12/14/18,17:42:14,12/14/18 17:42
,7,12/14/18,17:04:49,12/14/18 17:04
,18,12/14/18,16:58:47,12/14/18 16:58
,14,12/14/18,16:46:15,12/14/18 16:46
,16,12/14/18,16:38:34,12/14/18 16:38
,16,12/14/18,16:36:54,12/14/18 16:36
,44,12/14/18,15:12:05,12/14/18 15:12
,35,12/14/18,15:11:55,12/14/18 15:11
,33,12/14/18,15:05:18,12/14/18 15:05
,3,12/13/18,16:48:24,12/13/18 16:48
,23,12/13/18,16:47:05,12/13/18 16:47
,31,12/13/18,16:47:53,12/13/18 16:47
,12,12/13/18,16:46:55,12/13/18 16:46
,32,12/13/18,16:45:51,12/13/18 16:45
,60,12/13/18,16:18:42,12/13/18 16:18
,16,12/13/18,15:33:19,12/13/18 15:33
,23,12/13/18,15:25:47,12/13/18 15:25
,60,12/13/18,15:23:53,12/13/18 15:23
,32,12/13/18,15:21:18,12/13/18 15:21
,17,12/13/18,15:17:56,12/13/18 15:17
,55,12/13/18,14:46:50,12/13/18 14:46
,11,12/12/18,2:31:45,12/12/18 2:31
,10,12/12/18,2:29:17,12/12/18 2:29
,50,12/12/18,2:24:14,12/12/18 2:24
,25,12/12/18,2:18:24,12/12/18 2:18
,10,12/12/18,2:14:52,12/12/18 2:14
,15,12/12/18,2:11:36,12/12/18 2:11
,22,12/12/18,1:07:43,12/12/18 1:07
,14,12/12/18,1:07:33,12/12/18 1:07
,12,12/11/18,20:37:53,12/11/18 20:37
,33,12/11/18,18:07:04,12/11/18 18:07
,33,12/11/18,16:23:21,12/11/18 16:23
,21,12/11/18,4:54:35,12/11/18 4:54
,21,12/11/18,4:51:04,12/11/18 4:51
,36,12/11/18,4:50:46,12/11/18 4:50
,41,12/11/18,4:49:46,12/11/18 4:49
,25,12/11/18,4:47:03,12/11/18 4:47
,42,12/11/18,4:46:02,12/11/18 4:46
,26,12/11/18,4:45:21,12/11/18 4:45
,22,12/11/18,4:34:57,12/11/18 4:34
,44,12/11/18,4:06:17,12/11/18 4:06
,32,12/11/18,4:01:16,12/11/18 4:01
,15,12/11/18,3:35:07,12/11/18 3:35
,13,12/11/18,3:30:24,12/11/18 3:30
,28,12/11/18,3:25:59,12/11/18 3:25
,13,12/11/18,2:54:38,12/11/18 2:54
,3,12/10/18,2:32:39,12/10/18 2:32
,18,12/10/18,0:55:45,12/10/18 0:55
,26,12/9/18,1:56:11,12/9/18 1:56
,26,12/9/18,1:53:47,12/9/18 1:53
,18,12/9/18,1:50:08,12/9/18 1:50
,35,12/9/18,1:46:32,12/9/18 1:46
,37,12/9/18,1:45:15,12/9/18 1:45
,26,12/9/18,1:44:04,12/9/18 1:44
,26,12/9/18,1:38:52,12/9/18 1:38
,32,12/9/18,1:36:37,12/9/18 1:36
,28,12/9/18,1:35:57,12/9/18 1:35
,32,12/9/18,1:34:15,12/9/18 1:34
,26,12/8/18,23:55:13,12/8/18 23:55
,32,12/8/18,23:28:28,12/8/18 23:28
,17,12/8/18,23:22:25,12/8/18 23:22
,20,12/7/18,3:36:29,12/7/18 3:36
,28,12/7/18,3:22:39,12/7/18 3:22
,31,12/7/18,3:21:57,12/7/18 3:21
,36,12/7/18,3:20:40,12/7/18 3:20
,31,12/7/18,3:19:17,12/7/18 3:19
,21,12/7/18,3:18:00,12/7/18 3:18
,25,12/7/18,3:16:37,12/7/18 3:16
